,
,プレイ時間,00:00:21
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 22:15:24, 1秒, 0/s, 00:02
2, 0, 22:15:26, 0秒, 0/s, 00:01
3, 0, 22:15:28, 1秒, 0/s, 00:02
4, 0, 22:15:29, 2秒, 0/s, 00:00
5, 0, 22:15:31, 2秒, 0/s, 00:00
6, 0, 22:15:34, 1秒, 0/s, 00:01
7, 0, 22:15:36, 1秒, 0/s, 00:01
8, 0, 22:15:37, 1秒, 0/s, 00:00
