1, 0, 04/03 02:39:54, 1, 0/ss
2, 0, 04/03 02:39:56, 2, 0/ss
3, 0, 04/03 02:39:59, 3, 0/ss
4, 0, 04/03 02:40:04, 2, 0/ss
