,
,プレイ時間,00:00:07
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 09:33:28, 1秒, 0/s, 00:01
2, 0, 09:33:30, 1秒, 0/s, 00:01
3, 0, 09:33:32, 0秒, 0/s, 00:01
