,プレイ時間,00:00:39
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 14:14:24, 1秒, 0/s, 00:13
2, 0, 14:14:35, 2秒, 0/s, 00:10
3, 0, 14:14:41, 3秒, 0/s, 00:04
4, 0, 14:14:46, 1秒, 0/s, 00:02
