,
,プレイ時間,00:01:33
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 09:50:32, 2秒, 0/s, 00:07
2, 0, 09:50:35, 3秒, 0/s, 00:01
3, 0, 09:50:49, 2秒, 0/s, 00:11
4, 0, 09:51:53, 0秒, 0/s, 01:02
