,
,プレイ時間,00:00:12
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 22:25:58, 0秒, 0/s, 00:02
2, 0, 22:25:59, 1秒, 0/s, 00:01
3, 0, 22:26:01, 0秒, 0/s, 00:01
4, 0, 22:26:02, 0秒, 0/s, 00:01
5, 0, 22:26:03, 0秒, 0/s, 00:01
6, 0, 22:26:04, 1秒, 0/s, 00:01
7, 0, 22:26:05, 1秒, 0/s, 00:00
