id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 06:50:12, 1s, 0, 4s
2, 0, 06:50:16, 2s, 0, 3s
3, 0, 06:50:20, 2s, 0, 2s
4, 0, 06:50:23, 3s, 0, 1s
5, 0, 06:50:28, 3s, 0, 2s
6, 0, 06:50:32, 3s, 0, 1s
