1, 0, 04/03 02:42:03, 1, 0/ss
2, 0, 04/03 02:42:06, 4, 0/ss
3, 0, 04/03 02:42:12, 3, 0/ss
4, 0, 04/03 02:42:18, 6, 0/ss
