id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 10:12:48, 2s, 0/s, 4s
2, 0, 10:12:51, 2s, 0/s, 1s
3, 0, 10:12:54, 2s, 0/s, 1s
4, 0, 10:12:58, 1s, 0/s, 2s
5, 0, 10:13:01, 1s, 0/s, 2s
6, 0, 10:13:04, 2s, 0/s, 2s
