,
,プレイ時間,00:00:12
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 14:57:50, 1秒, 0/s, 00:03
2, 0, 14:57:53, 1秒, 0/s, 00:02
3, 0, 14:57:55, 1秒, 0/s, 00:01
4, 0, 14:57:57, 1秒, 0/s, 00:01
