,
,プレイ時間,00:00:10
,取得メセタ,0
,時給,0
,
id, メセタ, 開始時刻, 記録時間, MPS, 間隔
1, 0, 08:11:31, 1秒, 0/s, 00:02
2, 0, 08:11:33, 0秒, 0/s, 00:01
3, 0, 08:11:34, 0秒, 0/s, 00:01
4, 0, 08:11:34, 1秒, 0/s, 00:00
5, 0, 08:11:35, 0秒, 0/s, 00:00
6, 0, 08:11:35, 1秒, 0/s, 00:00
